	OMIM_Num	diseaseName	HPO_ID	HPO_Name
1394	619310	Leukodystrophy, hypomyelinating, 21	HP:0001344	Absent speech
1548	619328	Leukodystrophy, hypomyelinating, 22	HP:0006895	Lower limb hypertonia
1547	619328	Leukodystrophy, hypomyelinating, 22	HP:0006889	Intellectual disability, borderline
1064	619328	Leukodystrophy, hypomyelinating, 22	HP:0001763	Pes planus
1071	619328	Leukodystrophy, hypomyelinating, 22	HP:0002307	Drooling
1545	619328	Leukodystrophy, hypomyelinating, 22	HP:0000483	Astigmatism
1543	619328	Leukodystrophy, hypomyelinating, 22	HP:0025336	Delayed ability to sit
1076	619328	Leukodystrophy, hypomyelinating, 22	HP:0002540	Inability to walk
997	619328	Leukodystrophy, hypomyelinating, 22	HP:0001371	Flexion contracture
1546	619328	Leukodystrophy, hypomyelinating, 22	HP:0002395	Lower limb hyperreflexia
1139	619328	Leukodystrophy, hypomyelinating, 22	HP:0003429	CNS hypomyelination
1442	619328	Leukodystrophy, hypomyelinating, 22	HP:0031936	Delayed ability to walk
602	619328	Leukodystrophy, hypomyelinating, 22	HP:0000486	Strabismus
375	619328	Leukodystrophy, hypomyelinating, 22	HP:0001260	Dysarthria
610	619328	Leukodystrophy, hypomyelinating, 22	HP:0000543	Optic disc pallor
1492	619328	Leukodystrophy, hypomyelinating, 22	HP:0000540	Hypermetropia
194	619328	Leukodystrophy, hypomyelinating, 22	HP:0003487	Babinski sign
47	619328	Leukodystrophy, hypomyelinating, 22	HP:0000639	Nystagmus
1099	619328	Leukodystrophy, hypomyelinating, 22	HP:0000750	Delayed speech and language development
748	619328	Leukodystrophy, hypomyelinating, 22	HP:0003593	Infantile onset
6	619328	Leukodystrophy, hypomyelinating, 22	HP:0000006	Autosomal dominant inheritance
817	619328	Leukodystrophy, hypomyelinating, 22	HP:0008936	Axial hypotonia
978	619328	Leukodystrophy, hypomyelinating, 22	HP:0000470	Short neck
1549	619328	Leukodystrophy, hypomyelinating, 22	HP:0200049	Upper limb hypertonia
346	619688	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	HP:0001250	Seizure
301	619688	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	HP:0001249	Intellectual disability
278	619688	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	HP:0000007	Autosomal recessive inheritance
376	619688	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	HP:0001260	Dysarthria
121	619688	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	HP:0001347	Hyperreflexia
1147	619688	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	HP:0001270	Motor delay
1332	619688	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	HP:0033725	Thin corpus callosum
593	619688	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	HP:0000407	Sensorineural hearing impairment
1140	619688	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	HP:0003429	CNS hypomyelination
71	619688	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	HP:0001251	Ataxia
862	619688	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	HP:0002910	Elevated hepatic transaminase
1059	619688	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	HP:0001258	Spastic paraplegia
966	619688	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	HP:0011463	Childhood onset
1360	619688	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	HP:0001644	Dilated cardiomyopathy
1550	619688	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	HP:0003477	Peripheral axonal neuropathy
